1994;10;1994.790;  67.1; 34.0; 33.1;   4.2;  2.8;  3.1;  657;  -1;  -1;1
1994;11;1994.874;  29.5; 11.5; 18.0;   4.7;  3.3;  3.3;  591;  -1;  -1;1
1994;12;1994.958;  32.2;  5.0; 27.2;   3.5;  1.8;  3.1;  610;  -1;  -1;1
1995; 1;1995.042;  32.6;  9.8; 22.8;   5.3;  3.1;  4.4;  630;  -1;  -1;1
1995; 2;1995.123;  45.8; 12.5; 33.3;   3.9;  1.9;  3.3;  620;  -1;  -1;1
1995; 3;1995.204;  46.3;  7.9; 38.4;   3.8;  1.4;  3.5;  706;  -1;  -1;1
1995; 4;1995.288;  21.6;  5.0; 16.6;   3.6;  1.7;  3.1;  698;  -1;  -1;1
1995; 5;1995.371;  19.4;  9.5;  9.9;   2.8;  2.1;  2.0;  781;  -1;  -1;1
1995; 6;1995.455;  22.5; 19.2;  3.3;   3.8;  3.3;  1.8;  747;  -1;  -1;1
1995; 7;1995.538;  20.4; 15.5;  4.9;   3.1;  2.5;  1.8;  842;  -1;  -1;1
1995; 8;1995.623;  18.2; 14.4;  3.8;   3.6;  3.0;  2.0;  854;  -1;  -1;1
1995; 9;1995.707;  15.7; 12.6;  3.1;   3.0;  2.7;  1.4;  708;  -1;  -1;1
1995;10;1995.790;  30.6; 10.0; 20.6;   3.7;  2.5;  2.8;  734;  -1;  -1;1
1995;11;1995.874;  14.0;  5.3;  8.7;   3.7;  2.7;  2.4;  594;  -1;  -1;1
1995;12;1995.958;  14.9;  4.1; 10.8;   3.6;  1.9;  3.1;  515;  -1;  -1;1
1996; 1;1996.042;  13.3; 12.9;  0.4;   3.4;  2.8;  1.6;  535;  -1;  -1;1
1996; 2;1996.124;   7.7;  6.9;  0.8;   3.4;  2.9;  1.8;  532;  -1;  -1;1
1996; 3;1996.206;  12.6;  6.8;  5.8;   3.1;  2.5;  1.9;  621;  -1;  -1;1
1996; 4;1996.290;   6.8;  3.1;  3.7;   2.5;  1.9;  1.6;  678;  -1;  -1;1
1996; 5;1996.373;   7.6;  1.2;  6.4;   3.1;  2.2;  2.3;  676;  -1;  -1;1
1996; 6;1996.456;  16.5; 15.2;  1.3;   2.9;  2.6;  1.0;  682;  -1;  -1;1
1996; 7;1996.540;  11.8;  1.6; 10.2;   2.6;  1.7;  2.1;  766;  -1;  -1;1
1996; 8;1996.624;  19.7; 10.1;  9.6;   3.5;  2.9;  1.8;  759;  -1;  -1;1
1996; 9;1996.708;   3.0;  0.5;  2.5;   2.5;  1.8;  1.7;  656;  -1;  -1;1
1996;10;1996.791;   0.7;  0.5;  0.2;   2.1;  1.6;  1.4;  630;  -1;  -1;1
1996;11;1996.874;  24.9;  8.4; 16.5;   4.4;  2.5;  3.8;  536;  -1;  -1;1
1996;12;1996.958;  14.0;  5.8;  8.2;   2.9;  1.6;  2.3;  543;  -1;  -1;1
1997; 1;1997.042;   7.4;  2.6;  4.8;   3.2;  2.2;  2.6;  497;  -1;  -1;1
1997; 2;1997.123;  11.0;  6.1;  4.9;   2.9;  2.1;  2.0;  545;  -1;  -1;1
1997; 3;1997.204;  12.1;  5.3;  6.8;   2.4;  1.7;  1.9;  627;  -1;  -1;1
1997; 4;1997.288;  23.0;  5.3; 17.7;   3.3;  2.1;  2.5;  663;  -1;  -1;1
1997; 5;1997.371;  25.4; 19.7;  5.7;   2.8;  2.3;  1.7;  716;  -1;  -1;1
1997; 6;1997.455;  20.8; 13.2;  7.6;   2.5;  2.0;  1.3;  656;  -1;  -1;1
1997; 7;1997.538;  12.9;  9.3;  3.6;   4.2;  3.2;  2.7;  700;  -1;  -1;1
1997; 8;1997.623;  35.7; 26.2;  9.5;   3.8;  3.3;  1.8;  723;  -1;  -1;1
1997; 9;1997.707;  59.7; 29.4; 30.3;   4.8;  3.4;  3.3;  661;  -1;  -1;1
1997;10;1997.790;  32.8; 25.3;  7.5;   3.6;  3.1;  1.9;  623;  -1;  -1;1
1997;11;1997.874;  50.4; 33.4; 17.0;   4.7;  3.7;  2.9;  465;  -1;  -1;1
1997;12;1997.958;  55.5; 36.1; 19.4;   4.6;  3.8;  2.7;  418;  -1;  -1;1
1998; 1;1998.042;  44.5; 15.4; 29.1;   4.6;  2.8;  3.7;  521;  -1;  -1;1
1998; 2;1998.123;  50.2; 15.0; 35.2;   4.6;  2.6;  3.9;  559;  -1;  -1;1
1998; 3;1998.204;  82.0; 17.2; 64.8;   5.9;  2.9;  5.2;  571;  -1;  -1;1
1998; 4;1998.288;  70.6; 14.1; 56.5;   7.2;  3.2;  6.4;  537;  -1;  -1;1
1998; 5;1998.371;  74.0; 34.5; 39.5;   4.8;  3.3;  3.6;  620;  -1;  -1;1
1998; 6;1998.455;  90.5; 39.0; 51.5;   6.0;  3.9;  4.6;  521;  -1;  -1;1
1998; 7;1998.538;  96.7; 39.6; 57.1;   6.3;  3.9;  5.0;  597;  -1;  -1;1
1998; 8;1998.623; 121.1; 73.3; 47.8;   7.4;  5.7;  4.7;  586;  -1;  -1;1
1998; 9;1998.707; 132.0; 71.3; 60.7;   8.6;  6.3;  5.6;  502;  -1;  -1;1
1998;10;1998.790;  78.5; 48.3; 30.2;   6.6;  5.0;  4.1;  432;  -1;  -1;1
1998;11;1998.874;  97.3; 48.0; 49.3;   6.8;  5.2;  4.8;  472;  -1;  -1;1
1998;12;1998.958; 119.2; 72.5; 46.7;   9.4;  7.4;  5.7;  435;  -1;  -1;1
1999; 1;1999.042;  86.0; 54.5; 31.5;   7.6;  6.2;  4.5;  475;  -1;  -1;1
1999; 2;1999.123;  98.0; 57.9; 40.1;   7.6;  5.8;  4.8;  446;  -1;  -1;1
1999; 3;1999.204; 103.5; 59.8; 43.7;   6.8;  5.0;  4.7;  518;  -1;  -1;1
1999; 4;1999.288;  93.6; 41.9; 51.7;   7.5;  4.8;  6.0;  569;  -1;  -1;1
1999; 5;1999.371; 149.6; 88.6; 61.0;   8.5;  6.7;  5.3;  630;  -1;  -1;1
1999; 6;1999.455; 207.2;130.7; 76.5;  10.5;  8.6;  6.5;  567;  -1;  -1;1
1999; 7;1999.538; 173.5; 93.9; 79.6;   9.3;  6.7;  6.3;  594;  -1;  -1;1
1999; 8;1999.623; 142.3; 64.0; 78.3;  12.9;  8.3; 10.0;  649;  -1;  -1;1
1999; 9;1999.707; 106.3; 73.2; 33.1;   6.5;  5.4;  3.6;  624;  -1;  -1;1
1999;10;1999.790; 168.7;105.3; 63.4;  10.4;  8.4;  5.8;  531;  -1;  -1;1
1999;11;1999.874; 188.3; 99.5; 88.8;  12.3;  9.5;  8.3;  406;  -1;  -1;1
1999;12;1999.958; 116.8; 67.6; 49.2;   9.3;  6.7;  6.4;  404;  -1;  -1;1
2000; 1;2000.042; 133.1; 57.7; 75.4;  10.4;  6.5;  8.2;  450;  -1;  -1;1
2000; 2;2000.124; 165.7; 59.6;106.1;  10.4;  6.5;  8.3;  490;  -1;  -1;1
2000; 3;2000.206; 217.7; 84.6;133.1;  11.9;  7.3;  9.8;  456;  -1;  -1;1
2000; 4;2000.290; 191.5; 88.5;103.0;  10.2;  7.1;  7.6;  529;  -1;  -1;1
2000; 5;2000.373; 165.9; 85.2; 80.7;  10.1;  7.4;  7.0;  551;  -1;  -1;1
2000; 6;2000.456; 188.0;123.2; 64.8;   8.8;  7.2;  5.1;  532;  -1;  -1;1
2000; 7;2000.540; 244.3;133.3;111.0;  12.0;  8.9;  8.0;  507;  -1;  -1;1
2000; 8;2000.624; 180.5;101.0; 79.5;   9.4;  7.0;  6.1;  626;  -1;  -1;1
2000; 9;2000.708; 156.0; 86.6; 69.4;  11.2;  8.3;  7.3;  558;  -1;  -1;1
2000;10;2000.791; 141.6; 59.0; 82.6;   8.0;  5.2;  6.0;  483;  -1;  -1;1
2000;11;2000.874; 158.1; 93.1; 65.0;   8.9;  6.9;  5.5;  380;  -1;  -1;1
2000;12;2000.958; 143.3; 85.6; 57.7;   8.7;  6.6;  5.4;  391;  -1;  -1;1
2001; 1;2001.042; 142.6; 81.5; 61.1;   9.2;  7.2;  6.0;  437;  -1;  -1;1
2001; 2;2001.123; 121.5; 63.3; 58.2;   8.1;  5.9;  5.7;  453;  -1;  -1;1
2001; 3;2001.204; 165.8; 83.5; 82.3;  11.9;  8.5;  8.5;  485;  -1;  -1;1
2001; 4;2001.288; 161.7; 80.4; 81.3;   9.4;  6.7;  6.8;  578;  -1;  -1;1
2001; 5;2001.371; 142.1; 92.4; 49.7;   8.3;  6.9;  4.8;  578;  -1;  -1;1
2001; 6;2001.455; 202.9;135.2; 67.7;  10.8;  8.8;  6.3;  586;  -1;  -1;1
2001; 7;2001.538; 123.0; 61.7; 61.3;   8.4;  6.0;  6.0;  645;  -1;  -1;1
2001; 8;2001.623; 161.5; 77.4; 84.1;   9.3;  6.5;  6.7;  654;  -1;  -1;1
2001; 9;2001.707; 238.2;109.2;129.0;  12.1;  8.3;  9.0;  518;  -1;  -1;1
2001;10;2001.790; 194.1;102.5; 91.6;  11.3;  8.2;  7.9;  628;  -1;  -1;1
2001;11;2001.874; 176.6; 93.6; 83.0;  13.3;  9.5;  9.1;  509;  -1;  -1;1
2001;12;2001.958; 213.4;100.7;112.7;  12.5;  8.7;  9.2;  487;  -1;  -1;1
2002; 1;2002.042; 184.6; 78.5;106.1;  11.7;  7.5;  8.7;  500;  -1;  -1;1
2002; 2;2002.123; 170.2; 69.8;100.4;  11.3;  7.1;  8.6;  475;  -1;  -1;1
2002; 3;2002.204; 147.1; 57.7; 89.4;   9.1;  5.6;  7.2;  580;  -1;  -1;1
2002; 4;2002.288; 186.9;107.2; 79.7;   9.8;  7.4;  6.2;  603;  -1;  -1;1
2002; 5;2002.371; 187.5; 85.4;102.1;   9.7;  6.6;  7.5;  595;  -1;  -1;1
2002; 6;2002.455; 128.8; 46.8; 82.0;   7.7;  4.8;  6.1;  569;  -1;  -1;1
2002; 7;2002.538; 161.0; 54.2;106.8;  11.0;  6.7;  8.9;  628;  -1;  -1;1
2002; 8;2002.623; 175.6; 65.2;110.4;   9.8;  6.0;  7.7;  663;  -1;  -1;1
2002; 9;2002.707; 187.9; 81.4;106.5;  10.1;  6.7;  7.5;  554;  -1;  -1;1
2002;10;2002.790; 151.2; 86.5; 64.7;   8.0;  6.1;  5.3;  543;  -1;  -1;1
2002;11;2002.874; 147.2; 57.8; 89.4;   8.2;  5.1;  6.4;  470;  -1;  -1;1
2002;12;2002.958; 135.3; 60.6; 74.7;  10.0;  6.2;  7.3;  408;  -1;  -1;1
2003; 1;2003.042; 133.5; 32.2;101.3;   7.4;  3.7;  6.4;  482;  -1;  -1;1
2003; 2;2003.123;  75.7; 33.9; 41.8;   5.7;  3.9;  4.3;  538;  -1;  -1;1
2003; 3;2003.204; 100.7; 52.3; 48.4;   7.5;  5.5;  5.2;  633;  -1;  -1;1
2003; 4;2003.288;  97.9; 46.4; 51.5;   6.4;  4.6;  4.8;  619;  -1;  -1;1
2003; 5;2003.371;  86.8; 23.6; 63.2;   6.6;  3.3;  5.6;  606;  -1;  -1;1
2003; 6;2003.455; 118.7; 71.1; 47.6;   7.9;  6.1;  5.0;  672;  -1;  -1;1
2003; 7;2003.538; 128.3; 74.5; 53.8;   7.9;  6.3;  4.9;  677;  -1;  -1;1
2003; 8;2003.623; 115.4; 41.2; 74.2;   7.3;  4.7;  5.7;  721;  -1;  -1;1
2003; 9;2003.707;  78.5; 30.0; 48.5;   5.8;  3.4;  4.8;  685;  -1;  -1;1
2003;10;2003.790;  97.8; 38.2; 59.6;   8.8;  5.9;  7.0;  570;  -1;  -1;1
2003;11;2003.874;  82.9; 35.3; 47.6;   6.3;  4.3;  5.2;  443;  -1;  -1;1
2003;12;2003.958;  72.2; 34.8; 37.4;   5.3;  4.0;  3.8;  441;  -1;  -1;1
2004; 1;2004.042;  60.6; 20.1; 40.5;   5.2;  3.0;  4.3;  491;  -1;  -1;1
2004; 2;2004.124;  74.6; 28.2; 46.4;   6.0;  3.7;  4.9;  479;  -1;  -1;1
2004; 3;2004.206;  74.8; 19.9; 54.9;   5.1;  2.8;  4.3;  594;  -1;  -1;1
2004; 4;2004.290;  59.2; 12.5; 46.7;   5.1;  2.2;  4.6;  601;  -1;  -1;1
2004; 5;2004.373;  72.8; 12.2; 60.6;   5.7;  2.3;  5.1;  614;  -1;  -1;1
2004; 6;2004.456;  66.5; 15.4; 51.1;   6.8;  3.3;  6.0;  646;  -1;  -1;1
2004; 7;2004.540;  83.8; 44.3; 39.5;   8.8;  6.3;  6.0;  709;  -1;  -1;1
2004; 8;2004.624;  69.7; 30.0; 39.7;   5.5;  3.5;  4.2;  686;  -1;  -1;1
2004; 9;2004.708;  48.8; 14.1; 34.7;   5.3;  2.7;  4.4;  604;  -1;  -1;1
2004;10;2004.791;  74.2; 30.5; 43.7;   5.5;  3.8;  4.0;  539;  -1;  -1;1
2004;11;2004.874;  70.1; 30.1; 40.0;   5.4;  3.7;  3.8;  477;  -1;  -1;1
2004;12;2004.958;  28.9; 11.4; 17.5;   3.4;  2.3;  2.6;  442;  -1;  -1;1
2005; 1;2005.042;  48.1; 24.6; 23.5;   4.6;  3.5;  3.0;  536;  -1;  -1;1
2005; 2;2005.123;  43.5;  8.7; 34.8;   4.3;  2.2;  3.6;  500;  -1;  -1;1
2005; 3;2005.204;  39.6; 13.5; 26.1;   3.8;  2.4;  3.0;  607;  -1;  -1;1
2005; 4;2005.288;  38.7; 10.6; 28.1;   3.8;  2.3;  3.0;  598;  -1;  -1;1
2005; 5;2005.371;  61.9; 16.0; 45.9;   5.7;  2.9;  5.0;  641;  -1;  -1;1
2005; 6;2005.455;  56.8; 15.3; 41.5;   5.3;  3.2;  4.2;  675;  -1;  -1;1
2005; 7;2005.538;  62.4; 35.8; 26.6;   6.1;  4.5;  4.1;  678;  -1;  -1;1
2005; 8;2005.623;  60.5; 33.0; 27.5;   5.3;  3.9;  3.6;  706;  -1;  -1;1
2005; 9;2005.707;  37.2; 10.8; 26.4;   4.5;  2.0;  3.9;  691;  -1;  -1;1
2005;10;2005.790;  13.2;  4.5;  8.7;   3.4;  2.4;  2.4;  534;  -1;  -1;1
2005;11;2005.874;  27.5;  0.3; 27.2;   4.1;  1.7;  3.7;  499;  -1;  -1;1
2005;12;2005.958;  59.3; 25.8; 33.5;   3.9;  2.4;  3.0;  419;  -1;  -1;1
2006; 1;2006.042;  20.9;  9.1; 11.8;   3.4;  2.1;  2.5;  511;  -1;  -1;1
2006; 2;2006.123;   5.7;  1.3;  4.4;   3.7;  2.4;  2.6;  434;  -1;  -1;1
2006; 3;2006.204;  17.3;  2.7; 14.6;   4.2;  2.5;  3.3;  502;  -1;  -1;1
2006; 4;2006.288;  50.3;  0.3; 50.0;   5.1;  1.4;  4.8;  550;  -1;  -1;1
2006; 5;2006.371;  37.2;  9.9; 27.3;   3.9;  2.2;  3.3;  566;  -1;  -1;1
2006; 6;2006.455;  24.5;  4.7; 19.8;   3.3;  1.5;  2.9;  566;  -1;  -1;1
2006; 7;2006.538;  22.2;  7.4; 14.8;   2.4;  1.4;  1.9;  628;  -1;  -1;1
2006; 8;2006.623;  20.8;  0.0; 20.8;   2.5;  0.7;  2.4;  650;  -1;  -1;1
2006; 9;2006.707;  23.7;  0.5; 23.2;   3.0;  1.4;  2.7;  567;  -1;  -1;1
2006;10;2006.790;  14.9;  0.0; 14.9;   2.4;  0.9;  2.2;  537;  -1;  -1;1
2006;11;2006.874;  35.7;  2.6; 33.1;   3.5;  1.3;  3.3;  444;  -1;  -1;1
2006;12;2006.958;  22.3;  4.0; 18.3;   3.5;  1.5;  3.3;  415;  -1;  -1;1
2007; 1;2007.042;  29.3;  8.2; 21.1;   2.8;  1.7;  2.2;  474;  -1;  -1;1
2007; 2;2007.123;  18.4;  0.0; 18.4;   2.7;  0.8;  2.5;  423;  -1;  -1;1
2007; 3;2007.204;   7.2;  2.2;  5.0;   2.8;  1.8;  2.3;  611;  -1;  -1;1
2007; 4;2007.288;   5.4;  0.5;  4.9;   2.4;  1.6;  1.8;  650;  -1;  -1;1
2007; 5;2007.371;  19.5;  8.3; 11.2;   3.3;  2.2;  2.3;  615;  -1;  -1;1
2007; 6;2007.455;  21.3;  0.0; 21.3;   3.4;  1.0;  3.2;  607;  -1;  -1;1
2007; 7;2007.538;  15.1;  0.0; 15.1;   1.9;  0.8;  1.8;  703;  -1;  -1;1
2007; 8;2007.623;   9.8;  0.5;  9.3;   2.2;  1.1;  1.9;  669;  -1;  -1;1
2007; 9;2007.707;   4.0;  0.8;  3.2;   2.1;  1.3;  1.6;  637;  -1;  -1;1
2007;10;2007.790;   1.5;  0.0;  1.5;   2.4;  1.4;  2.0;  547;  -1;  -1;1
2007;11;2007.874;   2.8;  2.4;  0.4;   2.5;  1.9;  1.4;  437;  -1;  -1;1
2007;12;2007.958;  17.3;  0.0; 17.3;   3.1;  1.1;  3.0;  468;  -1;  -1;1
2008; 1;2008.042;   4.1;  0.6;  3.5;   2.8;  1.6;  2.2;  480;  -1;  -1;1
2008; 2;2008.124;   2.9;  0.0;  2.9;   2.4;  1.3;  2.0;  490;  -1;  -1;1
2008; 3;2008.206;  15.5;  0.0; 15.5;   2.7;  1.2;  2.4;  548;  -1;  -1;1
2008; 4;2008.290;   3.6;  1.6;  2.0;   2.3;  1.7;  1.5;  562;  -1;  -1;1
2008; 5;2008.373;   4.6;  1.8;  2.8;   3.2;  2.4;  2.1;  637;  -1;  -1;1
2008; 6;2008.456;   5.2;  0.0;  5.2;   2.3;  1.2;  2.1;  637;  -1;  -1;1
2008; 7;2008.540;   0.6;  0.0;  0.6;   2.0;  1.4;  1.5;  664;  -1;  -1;1
2008; 8;2008.624;   0.3;  0.3;  0.0;   2.0;  1.5;  1.4;  525;  -1;  -1;1
2008; 9;2008.708;   1.2;  0.9;  0.3;   2.4;  1.6;  1.8;  605;  -1;  -1;1
2008;10;2008.791;   4.2;  2.9;  1.3;   2.9;  1.6;  2.3;  571;  -1;  -1;1
2008;11;2008.874;   6.6;  6.6;  0.0;   2.4;  2.0;  1.1;  445;  -1;  -1;1
2008;12;2008.958;   1.0;  0.0;  1.0;   2.0;  1.3;  1.5;  480;  -1;  -1;1
2009; 1;2009.042;   1.3;  1.1;  0.2;   2.0;  1.3;  1.3;  317;  -1;  -1;1
2009; 2;2009.123;   1.2;  0.5;  0.7;   2.2;  1.6;  1.7;  385;  -1;  -1;1
2009; 3;2009.204;   0.6;  0.2;  0.4;   2.0;  1.4;  1.4;  523;  -1;  -1;1
2009; 4;2009.288;   1.2;  0.4;  0.8;   2.2;  1.5;  1.6;  586;  -1;  -1;1
2009; 5;2009.371;   2.9;  2.2;  0.7;   2.4;  1.8;  1.5;  610;  -1;  -1;1
2009; 6;2009.455;   6.3;  3.7;  2.6;   2.7;  1.6;  2.3;  623;  -1;  -1;1
2009; 7;2009.538;   5.5;  0.4;  5.1;   2.6;  1.7;  1.8;  671;  -1;  -1;1
2009; 8;2009.623;   0.0;  0.0;  0.0;   2.0;  1.4;  1.4;  691;  -1;  -1;1
2009; 9;2009.707;   7.1;  4.9;  2.2;   2.2;  1.6;  1.5;  628;  -1;  -1;1
2009;10;2009.790;   7.7;  7.7;  0.0;   2.7;  2.4;  1.3;  564;  -1;  -1;1
2009;11;2009.874;   6.9;  6.4;  0.5;   3.2;  2.6;  1.5;  452;  -1;  -1;1
2009;12;2009.958;  16.3; 10.6;  5.7;   3.5;  2.7;  2.2;  415;  -1;  -1;1
2010; 1;2010.042;  19.5; 11.5;  8.0;   2.5;  1.9;  1.6;  413;  -1;  -1;1
2010; 2;2010.123;  28.5; 21.4;  7.1;   2.7;  2.5;  1.5;  376;  -1;  -1;1
2010; 3;2010.204;  24.0; 18.0;  6.0;   3.6;  3.3;  1.7;  564;  -1;  -1;1
2010; 4;2010.288;  10.4;  7.6;  2.8;   3.3;  2.8;  1.8;  592;  -1;  -1;1
2010; 5;2010.371;  13.9;  7.1;  6.8;   3.4;  2.8;  1.9;  573;  -1;  -1;1
2010; 6;2010.455;  18.8;  7.8; 11.0;   3.0;  2.1;  2.1;  600;  -1;  -1;1
2010; 7;2010.538;  25.2; 10.9; 14.3;   3.4;  2.4;  2.4;  718;  -1;  -1;1
2010; 8;2010.623;  29.6; 24.3;  5.3;   3.4;  2.9;  1.8;  689;  -1;  -1;1
2010; 9;2010.707;  36.4; 20.4; 16.0;   4.0;  3.2;  2.6;  505;  -1;  -1;1
2010;10;2010.790;  33.6; 22.5; 11.1;   3.9;  3.0;  2.5;  501;  -1;  -1;1
2010;11;2010.874;  34.4; 21.1; 13.3;   3.7;  2.7;  2.3;  404;  -1;  -1;1
2010;12;2010.958;  24.5; 22.2;  2.3;   3.6;  3.0;  2.1;  393;  -1;  -1;1
2011; 1;2011.042;  27.3; 18.3;  9.0;   3.1;  2.4;  1.8;  417;  -1;  -1;1
2011; 2;2011.123;  48.3; 29.3; 19.0;   5.1;  4.1;  3.0;  399;  -1;  -1;1
2011; 3;2011.204;  78.6; 54.8; 23.8;   6.9;  5.9;  3.7;  566;  -1;  -1;1
2011; 4;2011.288;  76.1; 57.1; 19.0;   6.2;  5.2;  3.3;  557;  -1;  -1;1
2011; 5;2011.371;  58.2; 37.5; 20.7;   5.0;  4.3;  2.8;  607;  -1;  -1;1
2011; 6;2011.455;  56.1; 34.6; 21.5;   5.0;  3.9;  3.0;  544;  -1;  -1;1
2011; 7;2011.538;  64.5; 47.5; 17.0;   4.8;  4.1;  2.5;  549;  -1;  -1;1
2011; 8;2011.623;  65.8; 55.2; 10.6;   5.6;  5.1;  2.3;  605;  -1;  -1;1
2011; 9;2011.707; 120.1; 93.5; 26.6;   8.8;  7.8;  4.1;  535;  -1;  -1;1
2011;10;2011.790; 125.7; 89.4; 36.3;   9.0;  7.8;  4.5;  503;  -1;  -1;1
2011;11;2011.874; 139.1; 94.9; 44.2;   9.9;  8.1;  5.7;  434;  -1;  -1;1
2011;12;2011.958; 109.3; 53.8; 55.5;   8.4;  5.9;  6.2;  361;  -1;  -1;1
2012; 1;2012.042;  94.4; 70.3; 24.1;   7.1;  6.1;  3.5;  386;  -1;  -1;1
2012; 2;2012.124;  47.8; 35.7; 12.1;   4.4;  3.8;  2.0;  388;  -1;  -1;1
2012; 3;2012.206;  86.6; 47.5; 39.1;   7.3;  5.7;  5.0;  500;  -1;  -1;1
2012; 4;2012.290;  85.9; 41.4; 44.5;   6.9;  4.9;  5.0;  479;  -1;  -1;1
2012; 5;2012.373;  96.5; 53.3; 43.2;   7.2;  5.4;  4.7;  543;  -1;  -1;1
2012; 6;2012.456;  92.0; 37.3; 54.7;   6.5;  4.3;  4.9;  498;  -1;  -1;1
2012; 7;2012.540; 100.1; 23.1; 77.0;   7.3;  3.4;  6.5;  601;  -1;  -1;1
2012; 8;2012.624;  94.8; 46.3; 48.5;   6.5;  4.3;  4.8;  612;  -1;  -1;1
2012; 9;2012.708;  93.7; 42.1; 51.6;   8.1;  5.6;  5.7;  511;  -1;  -1;1
2012;10;2012.791;  76.5; 37.4; 39.1;   5.1;  3.7;  3.4;  493;  -1;  -1;1
2012;11;2012.874;  87.6; 54.0; 33.6;   6.5;  5.4;  3.8;  382;  -1;  -1;1
2012;12;2012.958;  56.8; 41.3; 15.5;   5.1;  4.3;  2.8;  360;  -1;  -1;1
2013; 1;2013.042;  96.1; 66.2; 29.9;   6.3;  5.0;  3.4;  362;  -1;  -1;1
2013; 2;2013.123;  60.9; 39.2; 21.7;   4.4;  3.5;  2.6;  363;  -1;  -1;1
2013; 3;2013.204;  78.3; 44.6; 33.7;   6.1;  4.7;  4.1;  429;  -1;  -1;1
2013; 4;2013.288; 107.3; 59.5; 47.8;   6.8;  5.0;  4.5;  509;  -1;  -1;1
2013; 5;2013.371; 120.2; 60.8; 59.4;   8.2;  6.0;  5.9;  487;  -1;  -1;1
2013; 6;2013.455;  76.7; 24.2; 52.5;   5.2;  2.9;  4.5;  469;  -1;  -1;1
2013; 7;2013.538;  86.2; 21.1; 65.1;   6.7;  3.2;  6.0;  575;  -1;  -1;1
2013; 8;2013.623;  91.8; 31.8; 60.0;   6.6;  3.8;  5.4;  563;  -1;  -1;1
