1754 03 01 1754.204    2.8  -1.0    -1
1754 04 01 1754.288   22.8  -1.0    -1
1754 05 01 1754.371   34.5  -1.0    -1
1754 06 01 1754.455   44.5  -1.0    -1
1754 07 01 1754.538   31.3  -1.0    -1
1754 08 01 1754.623   20.5  -1.0    -1
1754 09 01 1754.707   13.7  -1.0    -1
1754 10 01 1754.790   40.2  -1.0    -1
1754 11 01 1754.874   22.0  -1.0    -1
1754 12 01 1754.958    7.0  -1.0    -1
1755 01 01 1755.042   17.0  -1.0    -1
1755 02 01 1755.123   18.7  -1.0    -1
1755 03 01 1755.204   11.3  -1.0    -1
1755 04 01 1755.288   10.8  -1.0    -1
1755 05 01 1755.371    0.0  -1.0    -1
1755 06 01 1755.455    0.0  -1.0    -1
1755 07 01 1755.538   14.3  -1.0    -1
1755 08 01 1755.623    5.3  -1.0    -1
1755 09 01 1755.707   29.7  -1.0    -1
1755 10 01 1755.790   39.5  -1.0    -1
1755 11 01 1755.874   11.3  -1.0    -1
1755 12 01 1755.958   33.3  -1.0    -1
1756 01 01 1756.042   20.8  -1.0    -1
1756 02 01 1756.124   11.8  -1.0    -1
1756 03 01 1756.206    9.0  -1.0    -1
1756 04 01 1756.290   15.7  -1.0    -1
1756 05 01 1756.373   20.8  -1.0    -1
1756 06 01 1756.456   21.5  -1.0    -1
1756 07 01 1756.540    6.0  -1.0    -1
1756 08 01 1756.624   10.7  -1.0    -1
1756 09 01 1756.708   19.7  -1.0    -1
1756 10 01 1756.791   23.8  -1.0    -1
1756 11 01 1756.874   28.3  -1.0    -1
1756 12 01 1756.958   15.7  -1.0    -1
1757 01 01 1757.042   23.5  -1.0    -1
1757 02 01 1757.123   35.3  -1.0    -1
1757 03 01 1757.204   43.7  -1.0    -1
1757 04 01 1757.288   50.0  -1.0    -1
1757 05 01 1757.371   63.5  -1.0    -1
1757 06 01 1757.455   21.3  -1.0    -1
1757 07 01 1757.538   41.7  -1.0    -1
1757 08 01 1757.623   85.5  -1.0    -1
1757 09 01 1757.707   66.2  -1.0    -1
1757 10 01 1757.790   54.2  -1.0    -1
1757 11 01 1757.874  107.8  -1.0    -1
1757 12 01 1757.958   55.8  -1.0    -1
1758 01 01 1758.042   62.7  -1.0    -1
1758 02 01 1758.123   86.7  -1.0    -1
1758 03 01 1758.204   81.7  -1.0    -1
1758 04 01 1758.288  120.5  -1.0    -1
1758 05 01 1758.371   77.3  -1.0    -1
1758 06 01 1758.455   75.0  -1.0    -1
1758 07 01 1758.538   73.3  -1.0    -1
1758 08 01 1758.623   64.5  -1.0    -1
1758 09 01 1758.707  104.2  -1.0    -1
1758 10 01 1758.790   62.8  -1.0    -1
1758 11 01 1758.874   71.7  -1.0    -1
1758 12 01 1758.958   71.7  -1.0    -1
1759 01 01 1759.042   80.5  -1.0    -1
1759 02 01 1759.123   73.3  -1.0    -1
1759 03 01 1759.204   78.0  -1.0    -1
1759 04 01 1759.288   78.3  -1.0    -1
1759 05 01 1759.371   81.7  -1.0    -1
1759 06 01 1759.455   83.3  -1.0    -1
1759 07 01 1759.538   85.0  -1.0    -1
1759 08 01 1759.623  118.8  -1.0    -1
1759 09 01 1759.707  128.7  -1.0    -1
1759 10 01 1759.790   99.5  -1.0    -1
1759 11 01 1759.874   77.2  -1.0    -1
1759 12 01 1759.958   95.0  -1.0    -1
1760 01 01 1760.042  112.2  -1.0    -1
1760 02 01 1760.124   99.2  -1.0    -1
1760 03 01 1760.206  124.5  -1.0    -1
1760 04 01 1760.290   97.2  -1.0    -1
1760 05 01 1760.373  120.0  -1.0    -1
1760 06 01 1760.456   80.5  -1.0    -1
1760 07 01 1760.540  110.0  -1.0    -1
1760 08 01 1760.624  126.0  -1.0    -1
1760 09 01 1760.708  102.2  -1.0    -1
1760 10 01 1760.791   84.3  -1.0    -1
1760 11 01 1760.874   99.5  -1.0    -1
1760 12 01 1760.958  101.7  -1.0    -1
1761 01 01 1761.042  116.7  -1.0    -1
1761 02 01 1761.123  151.7  -1.0    -1
1761 03 01 1761.204  134.5  -1.0    -1
1761 04 01 1761.288  119.5  -1.0    -1
1761 05 01 1761.371  178.7  -1.0    -1
1761 06 01 1761.455  165.5  -1.0    -1
1761 07 01 1761.538  156.8  -1.0    -1
1761 08 01 1761.623  151.8  -1.0    -1
1761 09 01 1761.707  167.8  -1.0    -1
1761 10 01 1761.790  147.8  -1.0    -1
1761 11 01 1761.874  149.5  -1.0    -1
1761 12 01 1761.958   76.7  -1.0    -1
1762 01 01 1762.042   73.0  -1.0    -1
1762 02 01 1762.123  121.3  -1.0    -1
1762 03 01 1762.204   76.2  -1.0    -1
1762 04 01 1762.288  100.3  -1.0    -1
1762 05 01 1762.371   66.5  -1.0    -1
1762 06 01 1762.455  128.5  -1.0    -1
1762 07 01 1762.538   56.3  -1.0    -1
1762 08 01 1762.623  112.8  -1.0    -1
1762 09 01 1762.707  114.2  -1.0    -1
1762 10 01 1762.790  115.5  -1.0    -1
1762 11 01 1762.874  129.7  -1.0    -1
1762 12 01 1762.958  128.7  -1.0    -1
1763 01 01 1763.042   94.2  -1.0    -1
1763 02 01 1763.123   53.2  -1.0    -1
1763 03 01 1763.204   57.0  -1.0    -1
1763 04 01 1763.288   54.8  -1.0    -1
1763 05 01 1763.371   54.5  -1.0    -1
1763 06 01 1763.455   59.7  -1.0    -1
1763 07 01 1763.538   90.3  -1.0    -1
1763 08 01 1763.623   44.2  -1.0    -1
1763 09 01 1763.707  113.5  -1.0    -1
1763 10 01 1763.790   77.2  -1.0    -1
1763 11 01 1763.874  101.5  -1.0    -1
1763 12 01 1763.958  102.3  -1.0    -1
1764 01 01 1764.042   99.5  -1.0    -1
1764 02 01 1764.124   99.5  -1.0    -1
1764 03 01 1764.206   67.0  -1.0    -1
1764 04 01 1764.290   57.3  -1.0    -1
1764 05 01 1764.373   73.8  -1.0    -1
1764 06 01 1764.456   50.0  -1.0    -1
1764 07 01 1764.540   50.0  -1.0    -1
1764 08 01 1764.624   50.0  -1.0    -1
1764 09 01 1764.708   47.0  -1.0    -1
1764 10 01 1764.791   46.7  -1.0    -1
1764 11 01 1764.874   43.3  -1.0    -1
1764 12 01 1764.958   42.8  -1.0    -1
1765 01 01 1765.042   40.0  -1.0    -1
1765 02 01 1765.123   43.3  -1.0    -1
1765 03 01 1765.204   41.7  -1.0    -1
1765 04 01 1765.288   36.7  -1.0    -1
1765 05 01 1765.371   33.7  -1.0    -1
1765 06 01 1765.455   33.3  -1.0    -1
1765 07 01 1765.538   45.0  -1.0    -1
1765 08 01 1765.623   49.5  -1.0    -1
1765 09 01 1765.707   26.7  -1.0    -1
1765 10 01 1765.790   23.3  -1.0    -1
1765 11 01 1765.874   23.3  -1.0    -1
1765 12 01 1765.958   21.7  -1.0    -1
1766 01 01 1766.042   20.0  -1.0    -1
1766 02 01 1766.123   18.3  -1.0    -1
1766 03 01 1766.204   61.0  -1.0    -1
1766 04 01 1766.288   10.0  -1.0    -1
1766 05 01 1766.371   44.7  -1.0    -1
1766 06 01 1766.455    5.0  -1.0    -1
1766 07 01 1766.538    5.5  -1.0    -1
1766 08 01 1766.623    6.7  -1.0    -1
1766 09 01 1766.707    7.2  -1.0    -1
1766 10 01 1766.790    8.3  -1.0    -1
1766 11 01 1766.874    9.5  -1.0    -1
1766 12 01 1766.958   32.0  -1.0    -1
1767 01 01 1767.042   45.7  -1.0    -1
1767 02 01 1767.123   50.0  -1.0    -1
1767 03 01 1767.204   71.7  -1.0    -1
1767 04 01 1767.288   54.8  -1.0    -1
1767 05 01 1767.371   49.7  -1.0    -1
1767 06 01 1767.455   55.5  -1.0    -1
1767 07 01 1767.538   36.5  -1.0    -1
1767 08 01 1767.623   68.0  -1.0    -1
1767 09 01 1767.707   71.2  -1.0    -1
1767 10 01 1767.790   73.5  -1.0    -1
1767 11 01 1767.874   91.2  -1.0    -1
1767 12 01 1767.958   88.8  -1.0    -1
1768 01 01 1768.042   89.2  -1.0    -1
1768 02 01 1768.124  110.2  -1.0    -1
1768 03 01 1768.206   77.2  -1.0    -1
1768 04 01 1768.290   71.2  -1.0    -1
1768 05 01 1768.373  129.5  -1.0    -1
1768 06 01 1768.456  129.0  -1.0    -1
1768 07 01 1768.540   87.7  -1.0    -1
1768 08 01 1768.624  111.3  -1.0    -1
1768 09 01 1768.708  124.7  -1.0    -1
1768 10 01 1768.791  129.7  -1.0    -1
1768 11 01 1768.874  151.0  -1.0    -1
1768 12 01 1768.958  186.3  -1.0    -1
1769 01 01 1769.042  123.2  -1.0    -1
1769 02 01 1769.123  107.0  -1.0    -1
1769 03 01 1769.204  107.2  -1.0    -1
1769 04 01 1769.288  161.2  -1.0    -1
1769 05 01 1769.371  122.7  -1.0    -1
1769 06 01 1769.455  157.3  -1.0    -1
1769 07 01 1769.538  197.7  -1.0    -1
1769 08 01 1769.623  200.5  -1.0    -1
1769 09 01 1769.707  248.0  -1.0    -1
1769 10 01 1769.790  263.7  -1.0    -1
1769 11 01 1769.874  246.8  -1.0    -1
1769 12 01 1769.958  186.7  -1.0    -1
1770 01 01 1770.042  173.3  -1.0    -1
1770 02 01 1770.123  237.5  -1.0    -1
1770 03 01 1770.204  133.5  -1.0    -1
1770 04 01 1770.288   85.0  -1.0    -1
1770 05 01 1770.371  116.8  -1.0    -1
1770 06 01 1770.455  138.8  -1.0    -1
1770 07 01 1770.538  183.0  -1.0    -1
1770 08 01 1770.623  210.5  -1.0    -1
1770 09 01 1770.707  174.0  -1.0    -1
1770 10 01 1770.790  172.7  -1.0    -1
1770 11 01 1770.874  220.3  -1.0    -1
1770 12 01 1770.958  170.5  -1.0    -1
1771 01 01 1771.042   60.0  -1.0    -1
1771 02 01 1771.123   77.0  -1.0    -1
1771 03 01 1771.204   77.8  -1.0    -1
1771 04 01 1771.288  108.2  -1.0    -1
1771 05 01 1771.371  254.5  -1.0    -1
1771 06 01 1771.455  199.2  -1.0    -1
1771 07 01 1771.538  112.8  -1.0    -1
1771 08 01 1771.623   97.5  -1.0    -1
1771 09 01 1771.707  169.0  -1.0    -1
1771 10 01 1771.790  150.0  -1.0    -1
1771 11 01 1771.874  166.2  -1.0    -1
1771 12 01 1771.958  159.5  -1.0    -1
1772 01 01 1772.042  168.2  -1.0    -1
1772 02 01 1772.124  151.3  -1.0    -1
1772 03 01 1772.206   51.8  -1.0    -1
1772 04 01 1772.290  153.7  -1.0    -1
1772 05 01 1772.373   63.3  -1.0    -1
1772 06 01 1772.456   95.0  -1.0    -1
1772 07 01 1772.540  128.8  -1.0    -1
1772 08 01 1772.624   93.7  -1.0    -1
1772 09 01 1772.708   84.2  -1.0    -1
1772 10 01 1772.791  131.0  -1.0    -1
1772 11 01 1772.874  102.2  -1.0    -1
1772 12 01 1772.958  106.7  -1.0    -1
1773 01 01 1773.042   91.0  -1.0    -1
1773 02 01 1773.123   48.3  -1.0    -1
1773 03 01 1773.204   85.3  -1.0    -1
1773 04 01 1773.288   54.8  -1.0    -1
1773 05 01 1773.371   68.5  -1.0    -1
1773 06 01 1773.455   47.3  -1.0    -1
1773 07 01 1773.538   46.2  -1.0    -1
1773 08 01 1773.623   21.2  -1.0    -1
1773 09 01 1773.707   48.8  -1.0    -1
1773 10 01 1773.790   43.8  -1.0    -1
1773 11 01 1773.874   68.2  -1.0    -1
1773 12 01 1773.958   72.0  -1.0    -1
1774 01 01 1774.042   78.0  -1.0    -1
1774 02 01 1774.123  109.0  -1.0    -1
1774 03 01 1774.204   92.8  -1.0    -1
1774 04 01 1774.288   73.0  -1.0    -1
1774 05 01 1774.371   85.5  -1.0    -1
1774 06 01 1774.455   47.5  -1.0    -1
1774 07 01 1774.538   29.2  -1.0    -1
1774 08 01 1774.623   11.0  -1.0    -1
1774 09 01 1774.707   13.2  -1.0    -1
1774 10 01 1774.790   23.3  -1.0    -1
1774 11 01 1774.874   29.5  -1.0    -1
1774 12 01 1774.958   20.3  -1.0    -1
1775 01 01 1775.042    7.3  -1.0    -1
1775 02 01 1775.123    0.0  -1.0    -1
1775 03 01 1775.204   19.3  -1.0    -1
1775 04 01 1775.288   18.7  -1.0    -1
1775 05 01 1775.371    6.5  -1.0    -1
1775 06 01 1775.455   20.5  -1.0    -1
1775 07 01 1775.538    1.7  -1.0    -1
1775 08 01 1775.623   13.2  -1.0    -1
1775 09 01 1775.707    5.3  -1.0    -1
1775 10 01 1775.790    9.3  -1.0    -1
1775 11 01 1775.874   25.2  -1.0    -1
1775 12 01 1775.958   13.2  -1.0    -1
1776 01 01 1776.042   36.2  -1.0    -1
1776 02 01 1776.124   19.3  -1.0    -1
1776 03 01 1776.206   10.5  -1.0    -1
1776 04 01 1776.290   36.3  -1.0    -1
1776 05 01 1776.373   18.7  -1.0    -1
1776 06 01 1776.456   31.7  -1.0    -1
1776 07 01 1776.540    1.7  -1.0    -1
1776 08 01 1776.624   40.3  -1.0    -1
1776 09 01 1776.708   26.7  -1.0    -1
1776 10 01 1776.791   50.0  -1.0    -1
1776 11 01 1776.874   58.3  -1.0    -1
1776 12 01 1776.958   66.7  -1.0    -1
1777 01 01 1777.042   75.0  -1.0    -1
1777 02 01 1777.123   60.8  -1.0    -1
1777 03 01 1777.204   65.0  -1.0    -1
1777 04 01 1777.288  159.2  -1.0    -1
1777 05 01 1777.371  133.8  -1.0    -1
1777 06 01 1777.455  134.5  -1.0    -1
1777 07 01 1777.538  158.3  -1.0    -1
1777 08 01 1777.623  186.7  -1.0    -1
1777 09 01 1777.707  193.7  -1.0    -1
1777 10 01 1777.790  177.5  -1.0    -1
1777 11 01 1777.874  243.3  -1.0    -1
1777 12 01 1777.958  262.2  -1.0    -1
1778 01 01 1778.042  295.5  -1.0    -1
1778 02 01 1778.123  182.2  -1.0    -1
1778 03 01 1778.204  223.3  -1.0    -1
1778 04 01 1778.288  241.7  -1.0    -1
1778 05 01 1778.371  398.2  -1.0    -1
1778 06 01 1778.455  286.0  -1.0    -1
1778 07 01 1778.538  255.0  -1.0    -1
1778 08 01 1778.623  233.3  -1.0    -1
1778 09 01 1778.707  286.2  -1.0    -1
1778 10 01 1778.790  260.5  -1.0    -1
1778 11 01 1778.874  250.5  -1.0    -1
1778 12 01 1778.958  175.0  -1.0    -1
1779 01 01 1779.042  191.2  -1.0    -1
1779 02 01 1779.123  276.2  -1.0    -1
1779 03 01 1779.204  196.7  -1.0    -1
1779 04 01 1779.288  241.7  -1.0    -1
1779 05 01 1779.371  233.3  -1.0    -1
1779 06 01 1779.455  189.5  -1.0    -1
1779 07 01 1779.538  238.3  -1.0    -1
1779 08 01 1779.623  186.7  -1.0    -1
1779 09 01 1779.707  185.0  -1.0    -1
1779 10 01 1779.790  206.7  -1.0    -1
1779 11 01 1779.874  190.0  -1.0    -1
1779 12 01 1779.958  183.3  -1.0    -1
1780 01 01 1780.042  116.7  -1.0    -1
1780 02 01 1780.124  163.3  -1.0    -1
1780 03 01 1780.206  163.3  -1.0    -1
1780 04 01 1780.290  158.3  -1.0    -1
1780 05 01 1780.373  178.7  -1.0    -1
1780 06 01 1780.456  146.7  -1.0    -1
1780 07 01 1780.540  143.3  -1.0    -1
1780 08 01 1780.624  143.3  -1.0    -1
1780 09 01 1780.708  156.2  -1.0    -1
1780 10 01 1780.791  128.3  -1.0    -1
1780 11 01 1780.874  100.0  -1.0    -1
1780 12 01 1780.958   97.8  -1.0    -1
1781 01 01 1781.042  164.5  -1.0    -1
1781 02 01 1781.123  124.5  -1.0    -1
1781 03 01 1781.204   88.3  -1.0    -1
1781 04 01 1781.288  113.8  -1.0    -1
1781 05 01 1781.371  174.5  -1.0    -1
1781 06 01 1781.455  162.8  -1.0    -1
1781 07 01 1781.538  122.5  -1.0    -1
1781 08 01 1781.623  110.0  -1.0    -1
1781 09 01 1781.707   85.0  -1.0    -1
1781 10 01 1781.790   45.5  -1.0    -1
1781 11 01 1781.874  111.7  -1.0    -1
1781 12 01 1781.958   58.7  -1.0    -1
1782 01 01 1782.042   90.0  -1.0    -1
1782 02 01 1782.123   62.5  -1.0    -1
1782 03 01 1782.204   61.7  -1.0    -1
1782 04 01 1782.288   68.3  -1.0    -1
1782 05 01 1782.371   90.5  -1.0    -1
1782 06 01 1782.455   63.3  -1.0    -1
1782 07 01 1782.538   61.7  -1.0    -1
1782 08 01 1782.623   73.3  -1.0    -1
1782 09 01 1782.707   56.7  -1.0    -1
1782 10 01 1782.790   38.7  -1.0    -1
1782 11 01 1782.874   52.5  -1.0    -1
1782 12 01 1782.958   50.0  -1.0    -1
1783 01 01 1783.042   46.7  -1.0    -1
1783 02 01 1783.123   64.5  -1.0    -1
1783 03 01 1783.204   44.5  -1.0    -1
1783 04 01 1783.288   47.2  -1.0    -1
1783 05 01 1783.371   38.3  -1.0    -1
1783 06 01 1783.455   42.0  -1.0    -1
1783 07 01 1783.538   53.7  -1.0    -1
1783 08 01 1783.623   33.3  -1.0    -1
1783 09 01 1783.707   30.0  -1.0    -1
1783 10 01 1783.790   13.3  -1.0    -1
1783 11 01 1783.874   25.0  -1.0    -1
1783 12 01 1783.958   17.5  -1.0    -1
1784 01 01 1784.042   21.7  -1.0    -1
1784 02 01 1784.124   13.3  -1.0    -1
1784 03 01 1784.206   18.3  -1.0    -1
1784 04 01 1784.290   16.7  -1.0    -1
1784 05 01 1784.373   10.0  -1.0    -1
1784 06 01 1784.456   15.0  -1.0    -1
1784 07 01 1784.540   10.0  -1.0    -1
1784 08 01 1784.624   16.7  -1.0    -1
1784 09 01 1784.708   16.7  -1.0    -1
1784 10 01 1784.791   13.3  -1.0    -1
1784 11 01 1784.874   28.3  -1.0    -1
1784 12 01 1784.958   23.3  -1.0    -1
1785 01 01 1785.042   10.8  -1.0    -1
1785 02 01 1785.123   13.3  -1.0    -1
1785 03 01 1785.204   15.0  -1.0    -1
1785 04 01 1785.288   26.2  -1.0    -1
1785 05 01 1785.371   34.5  -1.0    -1
1785 06 01 1785.455   43.8  -1.0    -1
1785 07 01 1785.538   60.5  -1.0    -1
1785 08 01 1785.623   33.3  -1.0    -1
1785 09 01 1785.707   53.3  -1.0    -1
1785 10 01 1785.790   78.7  -1.0    -1
1785 11 01 1785.874   67.0  -1.0    -1
1785 12 01 1785.958   45.5  -1.0    -1
1786 01 01 1786.042   62.0  -1.0    -1
1786 02 01 1786.123   79.3  -1.0    -1
1786 03 01 1786.204   79.5  -1.0    -1
1786 04 01 1786.288  142.3  -1.0    -1
1786 05 01 1786.371  153.8  -1.0    -1
1786 06 01 1786.455   98.3  -1.0    -1
1786 07 01 1786.538  138.3  -1.0    -1
1786 08 01 1786.623  149.5  -1.0    -1
1786 09 01 1786.707  185.8  -1.0    -1
1786 10 01 1786.790  187.2  -1.0    -1
1786 11 01 1786.874  193.3  -1.0    -1
1786 12 01 1786.958  187.8  -1.0    -1
1787 01 01 1787.042  224.5  -1.0    -1
1787 02 01 1787.123  176.7  -1.0    -1
1787 03 01 1787.204  145.7  -1.0    -1
1787 04 01 1787.288  212.0  -1.0    -1
1787 05 01 1787.371  224.7  -1.0    -1
1787 06 01 1787.455  165.3  -1.0    -1
1787 07 01 1787.538  213.3  -1.0    -1
1787 08 01 1787.623  228.7  -1.0    -1
1787 09 01 1787.707  262.2  -1.0    -1
1787 10 01 1787.790  261.7  -1.0    -1
1787 11 01 1787.874  235.8  -1.0    -1
1787 12 01 1787.958  290.0  -1.0    -1
1788 01 01 1788.042  230.0  -1.0    -1
1788 02 01 1788.124  215.3  -1.0    -1
1788 03 01 1788.206  238.8  -1.0    -1
1788 04 01 1788.290  180.8  -1.0    -1
1788 05 01 1788.373  188.3  -1.0    -1
1788 06 01 1788.456  257.0  -1.0    -1
1788 07 01 1788.540  235.8  -1.0    -1
1788 08 01 1788.624  226.7  -1.0    -1
1788 09 01 1788.708  235.0  -1.0    -1
1788 10 01 1788.791  236.7  -1.0    -1
1788 11 01 1788.874  157.8  -1.0    -1
1788 12 01 1788.958  215.8  -1.0    -1
1789 01 01 1789.042  190.0  -1.0    -1
1789 02 01 1789.123  208.8  -1.0    -1
1789 03 01 1789.204  200.0  -1.0    -1
1789 04 01 1789.288  205.5  -1.0    -1
1789 05 01 1789.371  205.8  -1.0    -1
1789 06 01 1789.455  200.0  -1.0    -1
1789 07 01 1789.538  195.0  -1.0    -1
1789 08 01 1789.623  171.7  -1.0    -1
1789 09 01 1789.707  186.7  -1.0    -1
1789 10 01 1789.790  149.5  -1.0    -1
1789 11 01 1789.874  223.3  -1.0    -1
1789 12 01 1789.958  225.8  -1.0    -1
1790 01 01 1790.042  171.7  -1.0    -1
1790 02 01 1790.123  212.5  -1.0    -1
1790 03 01 1790.204  160.5  -1.0    -1
1790 04 01 1790.288  156.7  -1.0    -1
1790 05 01 1790.371  155.0  -1.0    -1
1790 06 01 1790.455  151.7  -1.0    -1
1790 07 01 1790.538  115.5  -1.0    -1
1790 08 01 1790.623  145.0  -1.0    -1
1790 09 01 1790.707  128.8  -1.0    -1
1790 10 01 1790.790  140.5  -1.0    -1
1790 11 01 1790.874  136.7  -1.0    -1
1790 12 01 1790.958  123.3  -1.0    -1
1791 01 01 1791.042  121.2  -1.0    -1
1791 02 01 1791.123  103.3  -1.0    -1
1791 03 01 1791.204  123.3  -1.0    -1
1791 04 01 1791.288  128.7  -1.0    -1
1791 05 01 1791.371  122.8  -1.0    -1
1791 06 01 1791.455  107.0  -1.0    -1
1791 07 01 1791.538  118.3  -1.0    -1
1791 08 01 1791.623   71.7  -1.0    -1
1791 09 01 1791.707  110.8  -1.0    -1
1791 10 01 1791.790  102.8  -1.0    -1
1791 11 01 1791.874  111.7  -1.0    -1
1791 12 01 1791.958  110.0  -1.0    -1
1792 01 01 1792.042   96.7  -1.0    -1
1792 02 01 1792.124  106.7  -1.0    -1
1792 03 01 1792.206  105.0  -1.0    -1
1792 04 01 1792.290  126.2  -1.0    -1
1792 05 01 1792.373  103.3  -1.0    -1
1792 06 01 1792.456  101.7  -1.0    -1
1792 07 01 1792.540   76.3  -1.0    -1
1792 08 01 1792.624  100.0  -1.0    -1
1792 09 01 1792.708   98.3  -1.0    -1
1792 10 01 1792.791   98.3  -1.0    -1
1792 11 01 1792.874   95.0  -1.0    -1
1792 12 01 1792.958   93.3  -1.0    -1
1793 01 01 1793.042   93.3  -1.0    -1
1793 02 01 1793.123   91.7  -1.0    -1
1793 03 01 1793.204   92.5  -1.0    -1
1793 04 01 1793.288   88.3  -1.0    -1
1793 05 01 1793.371   87.2  -1.0    -1
1793 06 01 1793.455   85.0  -1.0    -1
1793 07 01 1793.538   83.3  -1.0    -1
1793 08 01 1793.623   48.8  -1.0    -1
1793 09 01 1793.707   40.0  -1.0    -1
1793 10 01 1793.790   78.3  -1.0    -1
1793 11 01 1793.874   73.3  -1.0    -1
1793 12 01 1793.958   76.2  -1.0    -1
1794 01 01 1794.042   75.0  -1.0    -1
1794 02 01 1794.123   73.3  -1.0    -1
1794 03 01 1794.204   63.3  -1.0    -1
1794 04 01 1794.288   47.3  -1.0    -1
1794 05 01 1794.371   92.8  -1.0    -1
1794 06 01 1794.455   69.2  -1.0    -1
1794 07 01 1794.538   68.3  -1.0    -1
1794 08 01 1794.623   66.7  -1.0    -1
1794 09 01 1794.707   18.5  -1.0    -1
1794 10 01 1794.790   47.5  -1.0    -1
1794 11 01 1794.874  112.3  -1.0    -1
1794 12 01 1794.958   85.7  -1.0    -1
1795 01 01 1795.042   35.7  -1.0    -1
1795 02 01 1795.123   66.5  -1.0    -1
1795 03 01 1795.204   21.0  -1.0    -1
1795 04 01 1795.288   31.0  -1.0    -1
1795 05 01 1795.371   51.7  -1.0    -1
1795 06 01 1795.455   28.5  -1.0    -1
1795 07 01 1795.538   21.5  -1.0    -1
1795 08 01 1795.623   42.8  -1.0    -1
1795 09 01 1795.707   22.5  -1.0    -1
1795 10 01 1795.790   32.5  -1.0    -1
1795 11 01 1795.874   41.7  -1.0    -1
1795 12 01 1795.958   30.0  -1.0    -1
1796 01 01 1796.042   36.7  -1.0    -1
1796 02 01 1796.124   39.7  -1.0    -1
1796 03 01 1796.206   26.2  -1.0    -1
1796 04 01 1796.290   52.8  -1.0    -1
1796 05 01 1796.373   35.0  -1.0    -1
1796 06 01 1796.456   11.2  -1.0    -1
1796 07 01 1796.540   44.8  -1.0    -1
1796 08 01 1796.624    2.5  -1.0    -1
1796 09 01 1796.708   30.7  -1.0    -1
1796 10 01 1796.791   18.3  -1.0    -1
1796 11 01 1796.874   14.0  -1.0    -1
1796 12 01 1796.958    8.5  -1.0    -1
1797 01 01 1797.042   24.0  -1.0    -1
1797 02 01 1797.123    7.0  -1.0    -1
1797 03 01 1797.204    6.7  -1.0    -1
1797 04 01 1797.288    6.7  -1.0    -1
1797 05 01 1797.371   12.2  -1.0    -1
1797 06 01 1797.455   18.5  -1.0    -1
1797 07 01 1797.538    7.2  -1.0    -1
